student_id,date,week,day_of_week,sleep_hours,bedtime_hour,lms_logins,study_hours,social_score,dining_visits,assignment_delta
STU0118,2024-10-25,8,4,8.39,22.9,3,4.68,7.89,1,2.11
STU0118,2024-10-26,8,5,7.91,24.09,0,3.29,4.85,2,2.96
STU0118,2024-10-27,8,6,7.66,23.93,1,0.31,7.56,1,3.2
STU0118,2024-10-28,9,0,8.09,22.79,2,3.77,8.08,2,2.49
STU0118,2024-10-29,9,1,7.84,23.56,4,2.08,6.85,2,1.93
STU0118,2024-10-30,9,2,5.76,22.6,3,4.24,9.91,2,0.3
STU0118,2024-10-31,9,3,6.8,22.66,3,4.03,6.07,2,1.5
STU0118,2024-11-01,9,4,7.5,22.8,3,3.1,7.67,1,2.85
STU0118,2024-11-02,9,5,8.42,22.96,2,2.58,6.4,3,1.78
STU0118,2024-11-03,9,6,8.41,23.51,3,4.28,7.51,2,3.2
STU0118,2024-11-04,10,0,7.01,23.12,3,5.69,8.5,3,1.06
STU0118,2024-11-05,10,1,7.85,23.21,4,5.46,6.11,2,1.0
STU0118,2024-11-06,10,2,6.43,22.0,3,4.54,6.93,1,3.62
STU0118,2024-11-07,10,3,6.62,22.08,2,5.36,6.96,3,3.63
STU0118,2024-11-08,10,4,6.14,23.03,5,2.72,5.65,2,0.01
STU0118,2024-11-09,10,5,8.37,23.88,2,3.31,8.74,1,4.33
STU0118,2024-11-10,10,6,7.89,22.96,2,3.12,5.15,2,2.23
STU0118,2024-11-11,11,0,7.32,22.76,5,5.38,7.98,1,-0.03
STU0118,2024-11-12,11,1,6.8,23.48,3,4.42,6.49,3,0.07
STU0118,2024-11-13,11,2,7.17,22.88,5,4.16,8.98,3,0.75
STU0118,2024-11-14,11,3,7.33,23.0,3,2.26,7.18,3,2.09
STU0118,2024-11-15,11,4,7.5,23.72,3,3.01,6.69,3,3.14
STU0118,2024-11-16,11,5,8.36,24.21,0,2.08,7.64,1,3.07
STU0118,2024-11-17,11,6,9.24,23.45,1,3.43,8.12,3,2.43
STU0118,2024-11-18,12,0,7.33,22.51,4,2.88,6.05,2,1.3
STU0118,2024-11-19,12,1,5.85,24.16,2,3.55,5.78,2,1.14
STU0118,2024-11-20,12,2,6.9,22.95,2,4.34,7.72,2,2.61
STU0118,2024-11-21,12,3,7.92,22.3,6,5.47,8.23,2,4.99
STU0118,2024-11-22,12,4,7.97,22.25,3,4.4,5.68,3,1.51
STU0118,2024-11-23,12,5,7.61,23.41,0,0.78,7.15,1,1.97
STU0118,2024-11-24,12,6,7.55,23.58,4,1.25,7.28,2,1.9
STU0118,2024-11-25,13,0,7.29,23.04,3,5.48,7.7,2,3.62
STU0118,2024-11-26,13,1,6.87,22.43,3,5.23,5.86,2,0.92
STU0118,2024-11-27,13,2,7.81,22.46,4,2.47,8.51,2,2.9
STU0118,2024-11-28,13,3,7.41,22.47,5,4.39,6.29,1,1.9
STU0118,2024-11-29,13,4,7.39,23.37,3,4.19,8.38,1,-1.69
STU0118,2024-11-30,13,5,8.31,23.64,0,1.02,9.39,2,1.97
STU0118,2024-12-01,13,6,7.9,23.42,1,3.87,10.0,1,3.44
STU0118,2024-12-02,14,0,8.27,22.59,3,2.6,6.49,1,1.47
STU0118,2024-12-03,14,1,6.53,23.3,5,3.37,5.92,2,2.21
STU0118,2024-12-04,14,2,6.87,22.79,3,4.59,7.44,1,5.38
STU0118,2024-12-05,14,3,7.04,23.38,4,3.3,8.35,3,0.12
STU0118,2024-12-06,14,4,6.83,23.77,6,4.17,8.82,2,-0.7
STU0118,2024-12-07,14,5,8.16,24.21,0,4.12,8.7,2,6.11
STU0118,2024-12-08,14,6,8.11,22.85,1,2.88,6.4,1,2.52
STU0118,2024-12-09,15,0,7.81,23.15,4,3.23,6.34,2,-0.08
STU0118,2024-12-10,15,1,6.94,23.15,2,1.73,6.65,1,1.0
STU0118,2024-12-11,15,2,7.81,23.42,4,4.38,9.56,2,0.35
STU0118,2024-12-12,15,3,7.7,22.75,2,3.55,7.67,2,-0.28
STU0118,2024-12-13,15,4,7.56,22.27,2,5.14,5.13,0,2.46
STU0118,2024-12-14,15,5,7.84,23.3,3,3.57,8.32,2,2.57
STU0118,2024-12-15,15,6,7.91,23.2,1,3.11,9.06,2,2.81
STU0118,2024-12-16,16,0,7.23,22.87,4,3.98,5.92,2,1.84
STU0118,2024-12-17,16,1,7.69,22.97,6,3.19,7.49,2,2.42
STU0118,2024-12-18,16,2,7.31,22.85,4,2.98,5.62,3,1.83
STU0118,2024-12-19,16,3,8.2,23.0,2,4.22,5.05,1,1.83
STU0118,2024-12-20,16,4,7.42,23.07,3,3.01,10.0,1,0.59
STU0118,2024-12-21,16,5,9.07,23.1,1,2.54,6.79,2,3.32
STU0118,2024-12-22,16,6,8.67,24.23,1,3.77,7.76,1,2.54
STU0119,2024-09-02,1,0,7.04,22.25,2,2.84,9.07,0,1.4
STU0119,2024-09-03,1,1,7.63,22.93,3,2.99,8.97,2,-0.04
STU0119,2024-09-04,1,2,7.0,23.13,3,4.21,7.15,2,3.91
STU0119,2024-09-05,1,3,6.23,22.79,3,3.08,7.35,2,-0.75
STU0119,2024-09-06,1,4,6.58,23.55,2,4.49,4.88,1,2.57
STU0119,2024-09-07,1,5,9.1,23.98,0,1.75,7.71,0,2.46
STU0119,2024-09-08,1,6,7.87,24.31,1,2.33,7.47,1,2.54
STU0119,2024-09-09,2,0,6.77,23.54,3,4.63,8.12,2,2.84
STU0119,2024-09-10,2,1,7.03,23.32,2,2.74,6.98,1,1.93
STU0119,2024-09-11,2,2,8.57,22.64,4,2.84,8.5,2,1.78
STU0119,2024-09-12,2,3,7.17,22.87,2,3.98,6.89,1,-0.96
STU0119,2024-09-13,2,4,7.2,22.85,2,4.63,6.57,2,0.54
STU0119,2024-09-14,2,5,7.97,23.2,1,2.72,6.87,2,0.06
STU0119,2024-09-15,2,6,7.76,23.67,2,2.59,8.09,1,1.07
STU0119,2024-09-16,3,0,7.64,22.82,3,3.42,5.75,1,0.77
STU0119,2024-09-17,3,1,8.16,22.79,3,4.46,7.19,2,1.67
STU0119,2024-09-18,3,2,6.75,22.4,5,4.11,4.88,3,1.48
STU0119,2024-09-19,3,3,7.14,23.46,3,3.85,8.92,2,1.17
STU0119,2024-09-20,3,4,8.29,22.73,5,2.52,8.15,2,3.17
STU0119,2024-09-21,3,5,7.87,23.76,0,2.39,7.3,1,1.85
STU0119,2024-09-22,3,6,9.8,22.99,2,1.91,8.65,2,1.05
STU0119,2024-09-23,4,0,7.38,23.85,3,4.69,5.91,2,1.66
STU0119,2024-09-24,4,1,8.02,22.97,5,3.0,5.76,1,2.5
STU0119,2024-09-25,4,2,6.65,21.89,3,3.96,6.66,1,3.55
STU0119,2024-09-26,4,3,7.79,23.17,5,2.9,6.95,3,2.04
STU0119,2024-09-27,4,4,8.32,22.12,2,3.3,7.9,2,1.44
STU0119,2024-09-28,4,5,8.82,23.71,1,3.83,7.28,1,1.47
STU0119,2024-09-29,4,6,7.59,23.4,0,1.17,6.63,0,2.92
STU0119,2024-09-30,5,0,7.68,23.51,3,4.25,5.83,2,3.34
STU0119,2024-10-01,5,1,8.0,23.06,5,3.57,8.41,1,1.98
STU0119,2024-10-02,5,2,8.01,22.75,4,4.23,8.33,1,2.36
STU0119,2024-10-03,5,3,7.89,23.49,4,3.45,7.19,2,2.6
STU0119,2024-10-04,5,4,7.38,21.78,4,3.31,7.4,3,0.43
STU0119,2024-10-05,5,5,7.96,23.38,0,2.6,7.72,1,2.63
STU0119,2024-10-06,5,6,9.09,23.15,1,2.21,9.33,2,3.41
STU0119,2024-10-07,6,0,7.19,23.9,5,2.91,5.77,2,2.59
STU0119,2024-10-08,6,1,7.08,22.63,5,4.16,7.11,1,1.7
STU0119,2024-10-09,6,2,6.85,23.46,5,2.85,6.1,3,3.01
STU0119,2024-10-10,6,3,7.72,23.57,3,3.59,9.48,3,2.68
STU0119,2024-10-11,6,4,7.43,23.28,4,3.1,6.23,4,0.92
STU0119,2024-10-12,6,5,8.83,22.42,0,2.39,6.54,1,3.21
STU0119,2024-10-13,6,6,8.41,23.23,0,1.14,5.87,1,1.13
STU0119,2024-10-14,7,0,9.14,22.73,3,3.24,7.74,1,0.29
STU0119,2024-10-15,7,1,7.96,23.13,4,4.69,7.25,1,2.54
STU0119,2024-10-16,7,2,7.64,22.24,4,4.45,8.03,3,2.42
STU0119,2024-10-17,7,3,7.9,22.5,6,1.91,8.23,1,3.67
STU0119,2024-10-18,7,4,7.73,22.72,3,3.35,8.08,1,1.45
STU0119,2024-10-19,7,5,8.49,22.55,0,3.71,4.93,1,4.27
STU0119,2024-10-20,7,6,8.42,24.14,0,1.1,7.32,2,-0.68
STU0119,2024-10-21,8,0,7.3,22.58,4,4.81,6.87,3,1.45
STU0119,2024-10-22,8,1,7.84,23.43,4,4.02,9.31,2,2.9
STU0119,2024-10-23,8,2,6.42,23.37,5,3.41,8.71,1,0.37
STU0119,2024-10-24,8,3,7.54,23.17,3,2.57,8.61,1,2.46
STU0119,2024-10-25,8,4,6.79,23.13,4,5.45,8.87,2,3.55
STU0119,2024-10-26,8,5,7.09,23.43,1,0.45,6.66,2,2.07
STU0119,2024-10-27,8,6,8.52,22.95,0,2.38,7.62,2,1.85
STU0119,2024-10-28,9,0,6.96,22.74,3,3.06,6.17,2,1.88
STU0119,2024-10-29,9,1,7.62,22.85,4,1.96,8.11,2,1.99
STU0119,2024-10-30,9,2,7.85,23.85,3,5.22,8.72,2,0.16
STU0119,2024-10-31,9,3,7.47,23.57,2,2.55,7.9,2,3.08
STU0119,2024-11-01,9,4,7.47,23.18,4,3.84,7.99,1,1.73
STU0119,2024-11-02,9,5,7.94,23.25,2,3.32,8.14,2,2.22
STU0119,2024-11-03,9,6,7.34,23.38,2,2.65,8.27,2,1.95
STU0119,2024-11-04,10,0,6.82,22.83,5,3.5,8.16,1,0.56
STU0119,2024-11-05,10,1,6.33,21.86,2,3.64,8.94,1,1.83
STU0119,2024-11-06,10,2,7.16,23.02,3,3.12,4.51,2,3.34
STU0119,2024-11-07,10,3,7.28,23.03,2,3.3,7.84,1,1.63
STU0119,2024-11-08,10,4,8.59,23.11,2,6.59,7.65,1,1.65
STU0119,2024-11-09,10,5,7.18,23.09,2,1.26,5.5,2,5.09
STU0119,2024-11-10,10,6,8.53,24.38,0,2.96,8.56,1,0.37
STU0119,2024-11-11,11,0,7.24,23.18,3,4.01,5.7,2,2.94
STU0119,2024-11-12,11,1,7.47,22.61,2,3.9,6.51,3,3.93
STU0119,2024-11-13,11,2,6.18,22.87,3,2.61,7.0,1,0.43
STU0119,2024-11-14,11,3,6.69,23.66,3,3.74,8.71,2,2.28
STU0119,2024-11-15,11,4,6.87,22.75,4,4.0,8.09,3,1.72
STU0119,2024-11-16,11,5,8.85,23.09,2,1.76,6.36,2,-1.55
STU0119,2024-11-17,11,6,8.6,23.6,1,4.12,5.91,1,3.46
STU0119,2024-11-18,12,0,7.17,23.61,4,4.13,6.95,2,4.78
STU0119,2024-11-19,12,1,6.93,23.52,3,2.91,7.42,2,3.24
STU0119,2024-11-20,12,2,7.13,22.74,2,6.14,5.42,4,2.81
STU0119,2024-11-21,12,3,7.57,22.25,4,2.25,7.0,3,-0.36
STU0119,2024-11-22,12,4,7.69,22.82,4,2.46,8.79,2,0.54
STU0119,2024-11-23,12,5,7.73,24.14,0,1.66,7.83,2,0.97
STU0119,2024-11-24,12,6,9.06,23.5,2,3.41,5.61,2,3.33
STU0119,2024-11-25,13,0,7.5,21.79,4,2.89,5.56,2,-1.47
STU0119,2024-11-26,13,1,7.24,23.55,4,4.97,6.82,2,0.17
STU0119,2024-11-27,13,2,6.13,22.44,3,3.02,8.67,2,5.01
STU0119,2024-11-28,13,3,8.21,22.5,5,4.85,6.77,2,0.81
STU0119,2024-11-29,13,4,8.73,23.81,3,5.36,6.67,3,2.18
STU0119,2024-11-30,13,5,8.15,22.99,0,3.11,7.28,1,3.98
STU0119,2024-12-01,13,6,8.28,23.5,0,2.8,7.91,2,2.68
STU0119,2024-12-02,14,0,6.9,22.46,3,4.23,8.44,4,2.77
STU0119,2024-12-03,14,1,6.08,23.59,4,3.11,8.19,2,1.08
STU0119,2024-12-04,14,2,7.37,22.55,3,2.49,7.71,2,3.5
STU0119,2024-12-05,14,3,7.9,22.67,4,4.22,6.24,3,1.33
STU0119,2024-12-06,14,4,6.91,22.92,2,2.03,7.9,2,-0.03
STU0119,2024-12-07,14,5,7.22,22.86,0,0.51,7.99,2,0.61
STU0119,2024-12-08,14,6,8.98,23.14,1,3.83,6.78,2,2.84
STU0119,2024-12-09,15,0,7.01,22.86,2,1.0,6.27,2,-0.03
STU0119,2024-12-10,15,1,7.67,22.78,5,2.73,7.13,1,-1.06
STU0119,2024-12-11,15,2,7.14,22.4,4,4.22,5.45,3,-0.01
STU0119,2024-12-12,15,3,6.87,22.67,4,4.37,7.83,2,2.6
STU0119,2024-12-13,15,4,7.81,22.7,2,3.46,8.57,3,-1.4
STU0119,2024-12-14,15,5,8.36,23.68,3,2.67,7.42,1,0.37
STU0119,2024-12-15,15,6,7.86,23.7,0,3.71,7.52,0,2.2
STU0119,2024-12-16,16,0,6.96,23.83,2,3.67,6.19,2,3.22
STU0119,2024-12-17,16,1,6.48,23.09,6,4.67,9.08,2,-0.25
STU0119,2024-12-18,16,2,6.33,22.72,3,5.51,9.59,2,2.74
STU0119,2024-12-19,16,3,6.77,23.26,2,2.68,9.01,2,2.87
STU0119,2024-12-20,16,4,5.82,22.77,3,4.89,8.34,3,1.99
STU0119,2024-12-21,16,5,9.05,23.1,1,4.25,7.32,2,1.12
STU0119,2024-12-22,16,6,8.27,24.03,3,2.42,5.55,1,1.22
STU0120,2024-09-02,1,0,7.58,22.62,4,4.09,6.65,1,2.55
STU0120,2024-09-03,1,1,6.29,23.42,6,3.82,6.58,3,1.39
STU0120,2024-09-04,1,2,7.46,23.33,3,5.32,8.56,4,2.67
STU0120,2024-09-05,1,3,7.1,22.39,4,3.9,8.72,2,0.71
STU0120,2024-09-06,1,4,6.22,22.95,3,3.4,6.96,2,0.43
STU0120,2024-09-07,1,5,7.79,24.23,1,3.22,6.74,1,3.33
STU0120,2024-09-08,1,6,7.88,23.94,2,2.11,5.83,2,0.87
STU0120,2024-09-09,2,0,7.13,22.73,2,3.82,4.68,2,2.77
STU0120,2024-09-10,2,1,7.23,22.38,4,0.09,7.19,3,2.25
STU0120,2024-09-11,2,2,6.92,22.4,7,3.39,6.95,2,0.37
STU0120,2024-09-12,2,3,5.8,22.7,4,2.76,4.09,2,1.75
STU0120,2024-09-13,2,4,8.19,22.93,1,5.08,8.77,1,2.58
STU0120,2024-09-14,2,5,9.06,24.32,3,2.8,7.13,1,0.83
STU0120,2024-09-15,2,6,7.43,23.73,1,2.09,7.02,2,2.85
STU0120,2024-09-16,3,0,6.11,24.22,5,3.3,7.2,2,0.24
STU0120,2024-09-17,3,1,7.07,22.5,5,2.14,6.42,1,4.46
STU0120,2024-09-18,3,2,7.78,23.25,5,3.84,7.02,2,1.1
STU0120,2024-09-19,3,3,7.72,23.48,5,3.35,6.52,4,1.25
STU0120,2024-09-20,3,4,8.14,22.8,3,4.23,9.04,2,0.91
STU0120,2024-09-21,3,5,9.64,23.62,1,3.12,5.95,2,0.24
STU0120,2024-09-22,3,6,8.6,24.3,0,2.62,7.63,2,2.57
STU0120,2024-09-23,4,0,7.35,23.68,4,3.14,5.88,3,3.99
STU0120,2024-09-24,4,1,7.4,22.26,3,5.15,7.86,1,2.55
STU0120,2024-09-25,4,2,7.27,23.44,3,5.13,6.9,0,0.87
STU0120,2024-09-26,4,3,7.45,23.07,3,2.24,8.58,3,0.38
STU0120,2024-09-27,4,4,7.82,23.31,2,4.17,10.0,1,3.83
STU0120,2024-09-28,4,5,8.18,23.36,3,1.88,7.31,1,0.34
STU0120,2024-09-29,4,6,8.94,23.74,4,2.65,7.07,1,1.37
STU0120,2024-09-30,5,0,8.21,22.72,4,3.45,5.64,2,-0.52
STU0120,2024-10-01,5,1,7.45,22.77,3,3.67,7.23,2,2.59
STU0120,2024-10-02,5,2,7.3,24.4,2,2.67,6.74,1,3.6
STU0120,2024-10-03,5,3,8.35,22.8,4,4.21,6.65,2,3.04
STU0120,2024-10-04,5,4,6.3,22.41,3,3.48,7.29,1,0.24
STU0120,2024-10-05,5,5,7.98,22.92,2,3.54,7.93,2,1.16
STU0120,2024-10-06,5,6,7.94,23.7,2,2.86,7.55,2,3.26
STU0120,2024-10-07,6,0,7.95,22.88,4,1.68,5.21,2,0.84
STU0120,2024-10-08,6,1,8.35,22.85,4,4.01,5.51,2,1.85
STU0120,2024-10-09,6,2,8.24,22.72,4,4.38,6.19,0,1.85
STU0120,2024-10-10,6,3,8.05,23.16,5,3.17,8.12,1,2.67
STU0120,2024-10-11,6,4,6.3,23.3,3,4.65,7.15,3,2.45
STU0120,2024-10-12,6,5,8.25,24.09,2,4.24,7.16,1,0.45
STU0120,2024-10-13,6,6,7.87,23.38,0,3.14,5.69,1,-1.4
STU0120,2024-10-14,7,0,6.89,23.61,3,2.96,6.31,2,3.72
STU0120,2024-10-15,7,1,7.82,22.34,5,4.82,7.77,1,0.44
STU0120,2024-10-16,7,2,6.84,22.73,4,1.07,5.66,2,3.28
STU0120,2024-10-17,7,3,7.12,23.09,5,3.0,5.99,1,1.38
STU0120,2024-10-18,7,4,6.91,23.83,4,4.47,6.17,2,1.34
STU0120,2024-10-19,7,5,8.31,23.69,1,2.29,8.55,1,2.88
STU0120,2024-10-20,7,6,8.37,23.87,1,3.53,6.44,2,2.55
STU0120,2024-10-21,8,0,7.39,23.51,5,4.48,9.33,2,1.4
STU0120,2024-10-22,8,1,7.47,22.91,3,2.33,8.13,2,1.71
STU0120,2024-10-23,8,2,6.69,22.8,4,2.59,7.0,2,1.64
STU0120,2024-10-24,8,3,7.19,22.33,5,1.34,7.46,3,1.67
STU0120,2024-10-25,8,4,6.47,23.39,2,3.46,8.57,2,1.83
STU0120,2024-10-26,8,5,8.94,22.74,1,2.51,6.28,1,3.3
STU0120,2024-10-27,8,6,7.08,23.41,0,2.69,6.57,2,1.71
STU0120,2024-10-28,9,0,7.32,22.95,4,4.01,7.28,2,3.31
STU0120,2024-10-29,9,1,6.74,24.08,3,3.32,5.01,2,3.12
STU0120,2024-10-30,9,2,6.72,23.68,3,2.39,6.2,2,1.0
STU0120,2024-10-31,9,3,8.27,22.65,4,3.17,8.3,1,-1.29
STU0120,2024-11-01,9,4,6.98,22.89,2,4.23,8.05,2,0.78
STU0120,2024-11-02,9,5,9.08,22.94,2,2.02,7.42,2,2.28
STU0120,2024-11-03,9,6,7.11,23.96,0,3.16,7.74,1,2.49
STU0120,2024-11-04,10,0,6.63,22.33,4,3.47,8.99,2,0.27
STU0120,2024-11-05,10,1,8.88,22.29,4,3.91,8.06,2,1.39
STU0120,2024-11-06,10,2,7.21,23.9,5,2.95,6.57,2,0.46
STU0120,2024-11-07,10,3,6.34,22.66,3,5.38,7.3,1,1.34
STU0120,2024-11-08,10,4,7.56,23.37,4,4.33,7.03,2,6.74
STU0120,2024-11-09,10,5,7.84,22.87,0,2.39,5.32,2,0.89
STU0120,2024-11-10,10,6,6.81,23.49,0,3.51,5.99,1,2.32
STU0120,2024-11-11,11,0,7.08,22.53,3,5.0,6.56,1,1.42
STU0120,2024-11-12,11,1,7.21,23.29,2,5.5,6.55,3,2.1
STU0120,2024-11-13,11,2,7.64,23.41,3,2.44,8.06,4,1.82
STU0120,2024-11-14,11,3,7.33,23.17,2,4.98,5.71,3,2.19
STU0120,2024-11-15,11,4,8.07,22.11,5,3.99,6.9,3,2.97
STU0120,2024-11-16,11,5,8.31,22.42,1,3.41,6.45,2,2.78
STU0120,2024-11-17,11,6,8.95,23.61,0,3.74,6.91,2,0.84
STU0120,2024-11-18,12,0,6.52,22.38,5,3.76,8.07,3,3.2
STU0120,2024-11-19,12,1,8.44,22.47,4,2.91,5.92,2,0.68
STU0120,2024-11-20,12,2,6.95,23.04,4,4.78,7.88,3,4.97
STU0120,2024-11-21,12,3,7.0,23.13,4,2.78,8.3,3,2.86
STU0120,2024-11-22,12,4,7.86,22.69,5,5.06,4.62,2,2.55
STU0120,2024-11-23,12,5,9.92,23.63,1,2.25,7.11,3,1.97
STU0120,2024-11-24,12,6,9.1,23.39,1,0.7,6.51,1,1.73
STU0120,2024-11-25,13,0,7.24,22.92,5,3.35,7.98,2,1.34
STU0120,2024-11-26,13,1,8.59,23.31,4,4.43,7.91,2,0.33
STU0120,2024-11-27,13,2,7.07,21.46,3,4.46,7.56,2,2.52
STU0120,2024-11-28,13,3,7.88,23.06,3,3.57,6.14,3,4.92
STU0120,2024-11-29,13,4,6.54,22.73,4,3.49,7.95,1,-1.3
STU0120,2024-11-30,13,5,8.76,23.88,2,4.46,6.63,3,4.08
STU0120,2024-12-01,13,6,8.02,22.92,0,3.18,5.94,2,1.47
STU0120,2024-12-02,14,0,7.46,23.46,4,4.67,9.51,1,2.22
STU0120,2024-12-03,14,1,7.27,23.01,1,4.02,6.59,2,5.65
STU0120,2024-12-04,14,2,6.64,23.18,2,3.95,8.34,2,3.84
STU0120,2024-12-05,14,3,7.7,22.13,6,2.32,9.42,2,2.35
STU0120,2024-12-06,14,4,8.33,23.29,5,3.99,6.45,1,4.96
STU0120,2024-12-07,14,5,9.12,23.44,0,4.11,8.34,2,3.79
STU0120,2024-12-08,14,6,8.92,24.48,2,1.18,6.8,2,2.31
STU0120,2024-12-09,15,0,7.79,23.02,2,4.1,5.04,1,2.6
STU0120,2024-12-10,15,1,6.74,22.79,4,3.25,7.7,3,0.54
STU0120,2024-12-11,15,2,6.97,23.32,3,4.43,7.82,2,3.79
STU0120,2024-12-12,15,3,6.58,23.31,1,3.89,7.27,1,4.1
STU0120,2024-12-13,15,4,6.64,22.83,5,4.03,6.74,2,1.83
STU0120,2024-12-14,15,5,7.97,23.56,0,3.39,6.44,0,6.03
STU0120,2024-12-15,15,6,8.8,23.16,0,3.19,6.42,2,2.58
STU0120,2024-12-16,16,0,7.47,23.09,5,3.6,7.37,1,2.71
STU0120,2024-12-17,16,1,6.78,23.61,5,2.14,8.43,1,1.15
STU0120,2024-12-18,16,2,7.29,22.77,3,4.61,8.48,2,1.8
STU0120,2024-12-19,16,3,7.68,22.47,4,3.58,7.54,1,2.35
STU0120,2024-12-20,16,4,7.47,23.99,2,6.11,9.51,3,1.04
STU0120,2024-12-21,16,5,8.79,22.64,0,1.92,6.03,0,4.23
STU0120,2024-12-22,16,6,7.77,23.73,4,2.39,5.66,3,1.58
STU0121,2024-09-02,1,0,7.81,21.64,4,3.74,6.76,3,0.79
STU0121,2024-09-03,1,1,7.13,23.05,5,3.55,7.01,2,1.54
STU0121,2024-09-04,1,2,6.51,23.38,5,2.17,6.66,3,1.96
STU0121,2024-09-05,1,3,7.11,22.44,5,3.1,8.02,3,1.98
STU0121,2024-09-06,1,4,8.15,23.23,5,3.55,6.14,2,1.27
STU0121,2024-09-07,1,5,8.36,23.86,0,2.66,7.58,2,0.23
STU0121,2024-09-08,1,6,8.45,23.69,2,2.28,7.56,2,1.87
STU0121,2024-09-09,2,0,6.5,21.87,3,2.09,7.5,1,0.82
STU0121,2024-09-10,2,1,8.36,22.8,5,3.84,5.48,2,-1.68
STU0121,2024-09-11,2,2,7.43,22.53,4,3.14,8.62,2,1.33
STU0121,2024-09-12,2,3,7.0,23.11,3,1.49,6.55,2,0.67
STU0121,2024-09-13,2,4,7.45,23.05,1,3.09,8.79,2,2.74
STU0121,2024-09-14,2,5,8.78,23.38,0,3.34,8.54,2,0.84
STU0121,2024-09-15,2,6,8.59,23.44,2,2.41,7.17,2,1.31
STU0121,2024-09-16,3,0,7.08,23.53,4,2.81,8.59,3,2.25
STU0121,2024-09-17,3,1,7.11,23.81,6,2.91,6.88,2,4.26
STU0121,2024-09-18,3,2,7.84,22.84,4,3.69,6.29,2,2.48
STU0121,2024-09-19,3,3,7.66,23.11,2,3.17,7.28,3,2.22
STU0121,2024-09-20,3,4,6.56,21.99,4,4.21,8.15,3,3.49
STU0121,2024-09-21,3,5,8.57,23.23,3,1.42,8.51,3,3.9
STU0121,2024-09-22,3,6,7.97,22.68,0,2.55,6.87,2,-0.92
STU0121,2024-09-23,4,0,7.78,22.69,4,3.32,8.1,2,-0.77
STU0121,2024-09-24,4,1,7.64,22.2,3,4.89,7.89,2,1.9
STU0121,2024-09-25,4,2,6.67,23.2,4,4.01,7.21,2,2.99
STU0121,2024-09-26,4,3,6.93,22.33,5,2.48,6.31,2,2.3
STU0121,2024-09-27,4,4,7.2,23.7,5,3.69,6.53,2,2.08
STU0121,2024-09-28,4,5,8.91,23.4,2,1.17,7.62,1,1.81
STU0121,2024-09-29,4,6,8.07,22.94,0,2.04,9.29,1,-1.04
STU0121,2024-09-30,5,0,6.86,22.12,2,1.36,6.45,2,1.18
STU0121,2024-10-01,5,1,7.08,24.28,3,4.02,7.33,2,0.89
STU0121,2024-10-02,5,2,7.76,23.59,4,4.97,7.85,2,0.25
STU0121,2024-10-03,5,3,7.23,23.5,3,3.88,5.91,2,2.5
STU0121,2024-10-04,5,4,8.71,23.12,4,3.65,7.1,2,3.84
STU0121,2024-10-05,5,5,7.89,24.07,1,1.66,6.53,1,1.0
STU0121,2024-10-06,5,6,7.48,23.13,0,2.61,6.53,1,0.56
STU0121,2024-10-07,6,0,8.12,22.06,5,2.23,6.31,2,4.72
STU0121,2024-10-08,6,1,7.77,21.71,4,2.99,10.0,2,3.23
STU0121,2024-10-09,6,2,6.78,22.53,4,3.05,7.59,2,1.76
STU0121,2024-10-10,6,3,7.88,23.02,3,3.09,6.57,2,1.59
STU0121,2024-10-11,6,4,6.72,22.8,5,3.48,4.12,3,1.43
STU0121,2024-10-12,6,5,8.68,23.3,2,3.07,6.31,1,0.08
STU0121,2024-10-13,6,6,8.32,23.42,1,2.93,6.81,1,0.56
STU0121,2024-10-14,7,0,7.52,23.85,3,4.25,8.78,2,4.43
STU0121,2024-10-15,7,1,6.74,23.28,2,4.33,6.41,0,3.89
STU0121,2024-10-16,7,2,7.42,22.73,3,3.61,6.77,2,1.59
STU0121,2024-10-17,7,3,8.49,21.86,1,4.25,4.1,2,0.62
STU0121,2024-10-18,7,4,7.28,22.69,4,3.02,5.69,2,2.57
STU0121,2024-10-19,7,5,8.58,23.59,3,2.59,8.19,1,2.49
STU0121,2024-10-20,7,6,9.38,23.59,2,2.51,5.7,2,2.6
STU0121,2024-10-21,8,0,7.81,22.66,8,4.88,8.71,3,0.54
STU0121,2024-10-22,8,1,7.05,23.28,1,3.33,6.59,2,0.31
STU0121,2024-10-23,8,2,8.51,24.61,4,5.04,7.8,2,0.39
STU0121,2024-10-24,8,3,7.51,22.66,5,3.16,7.46,1,0.41
STU0121,2024-10-25,8,4,8.17,22.77,3,3.15,6.6,2,-1.24
STU0121,2024-10-26,8,5,8.69,23.7,2,3.8,7.38,2,2.7
STU0121,2024-10-27,8,6,7.41,23.32,2,3.36,9.84,1,3.63
STU0121,2024-10-28,9,0,7.26,22.45,4,3.58,6.69,1,1.41
STU0121,2024-10-29,9,1,6.8,23.99,5,2.63,6.48,2,1.49
STU0121,2024-10-30,9,2,6.8,22.94,5,3.43,5.77,1,-1.14
STU0121,2024-10-31,9,3,7.47,23.06,3,3.22,6.69,2,0.91
STU0121,2024-11-01,9,4,7.33,22.87,4,1.62,8.17,2,1.09
STU0121,2024-11-02,9,5,8.01,23.76,1,3.11,7.34,2,0.35
STU0121,2024-11-03,9,6,8.28,22.61,0,1.15,7.01,1,0.88
STU0121,2024-11-04,10,0,6.5,22.17,2,4.67,7.23,1,1.65
