student_id,week,mood_score,check_in_date
STU0123,1,5.15,2024-09-08
STU0123,2,,2024-09-15
STU0123,3,6.54,2024-09-22
STU0123,4,7.22,2024-09-29
STU0123,5,6.69,2024-10-06
STU0123,6,,2024-10-13
STU0123,7,7.01,2024-10-20
STU0123,8,6.56,2024-10-27
STU0123,9,,2024-11-03
STU0123,10,,2024-11-10
STU0123,11,6.56,2024-11-17
STU0123,12,6.86,2024-11-24
STU0123,13,,2024-12-01
STU0123,14,3.96,2024-12-08
STU0123,15,2.14,2024-12-15
STU0123,16,,2024-12-22
STU0124,1,,2024-09-08
STU0124,2,8.28,2024-09-15
STU0124,3,8.89,2024-09-22
STU0124,4,8.58,2024-09-29
STU0124,5,6.98,2024-10-06
STU0124,6,,2024-10-13
STU0124,7,6.97,2024-10-20
STU0124,8,9.29,2024-10-27
STU0124,9,7.51,2024-11-03
STU0124,10,5.88,2024-11-10
STU0124,11,6.97,2024-11-17
STU0124,12,8.17,2024-11-24
STU0124,13,,2024-12-01
STU0124,14,7.66,2024-12-08
STU0124,15,8.85,2024-12-15
STU0124,16,6.23,2024-12-22
STU0125,1,5.73,2024-09-08
STU0125,2,,2024-09-15
STU0125,3,6.21,2024-09-22
STU0125,4,6.59,2024-09-29
STU0125,5,4.71,2024-10-06
STU0125,6,4.18,2024-10-13
STU0125,7,,2024-10-20
STU0125,8,5.49,2024-10-27
STU0125,9,5.53,2024-11-03
STU0125,10,4.58,2024-11-10
STU0125,11,4.47,2024-11-17
STU0125,12,3.01,2024-11-24
STU0125,13,4.08,2024-12-01
STU0125,14,4.45,2024-12-08
STU0125,15,3.19,2024-12-15
STU0125,16,4.31,2024-12-22
STU0126,1,5.36,2024-09-08
STU0126,2,6.17,2024-09-15
STU0126,3,4.62,2024-09-22
STU0126,4,6.32,2024-09-29
STU0126,5,3.78,2024-10-06
STU0126,6,,2024-10-13
STU0126,7,6.77,2024-10-20
STU0126,8,3.93,2024-10-27
STU0126,9,2.33,2024-11-03
STU0126,10,1.0,2024-11-10
STU0126,11,1.0,2024-11-17
STU0126,12,,2024-11-24
STU0126,13,,2024-12-01
STU0126,14,1.0,2024-12-08
STU0126,15,1.0,2024-12-15
STU0126,16,1.0,2024-12-22
STU0127,1,5.63,2024-09-08
STU0127,2,6.28,2024-09-15
STU0127,3,6.36,2024-09-22
STU0127,4,5.49,2024-09-29
STU0127,5,6.13,2024-10-06
STU0127,6,5.47,2024-10-13
STU0127,7,,2024-10-20
STU0127,8,6.08,2024-10-27
STU0127,9,5.71,2024-11-03
STU0127,10,5.67,2024-11-10
STU0127,11,4.42,2024-11-17
STU0127,12,3.54,2024-11-24
STU0127,13,4.43,2024-12-01
STU0127,14,2.39,2024-12-08
STU0127,15,3.35,2024-12-15
STU0127,16,3.51,2024-12-22
STU0128,1,5.35,2024-09-08
STU0128,2,7.02,2024-09-15
STU0128,3,8.63,2024-09-22
STU0128,4,,2024-09-29
STU0128,5,7.18,2024-10-06
STU0128,6,8.14,2024-10-13
STU0128,7,,2024-10-20
STU0128,8,7.59,2024-10-27
STU0128,9,7.71,2024-11-03
STU0128,10,8.24,2024-11-10
STU0128,11,6.46,2024-11-17
STU0128,12,,2024-11-24
STU0128,13,5.9,2024-12-01
STU0128,14,6.9,2024-12-08
STU0128,15,8.56,2024-12-15
STU0128,16,,2024-12-22
STU0129,1,7.42,2024-09-08
STU0129,2,9.09,2024-09-15
STU0129,3,,2024-09-22
STU0129,4,8.12,2024-09-29
STU0129,5,,2024-10-06
STU0129,6,7.69,2024-10-13
STU0129,7,8.53,2024-10-20
STU0129,8,,2024-10-27
STU0129,9,7.28,2024-11-03
STU0129,10,6.35,2024-11-10
STU0129,11,8.0,2024-11-17
STU0129,12,6.84,2024-11-24
STU0129,13,9.34,2024-12-01
STU0129,14,,2024-12-08
STU0129,15,9.23,2024-12-15
STU0129,16,6.7,2024-12-22
STU0130,1,5.84,2024-09-08
STU0130,2,5.87,2024-09-15
STU0130,3,6.39,2024-09-22
STU0130,4,,2024-09-29
STU0130,5,4.46,2024-10-06
STU0130,6,,2024-10-13
STU0130,7,3.46,2024-10-20
STU0130,8,3.19,2024-10-27
STU0130,9,4.61,2024-11-03
STU0130,10,1.89,2024-11-10
STU0130,11,2.42,2024-11-17
STU0130,12,3.79,2024-11-24
STU0130,13,3.45,2024-12-01
STU0130,14,,2024-12-08
STU0130,15,1.95,2024-12-15
STU0130,16,3.99,2024-12-22
STU0131,1,7.13,2024-09-08
STU0131,2,9.08,2024-09-15
STU0131,3,5.77,2024-09-22
STU0131,4,,2024-09-29
STU0131,5,,2024-10-06
STU0131,6,4.54,2024-10-13
STU0131,7,6.73,2024-10-20
STU0131,8,5.4,2024-10-27
STU0131,9,5.35,2024-11-03
STU0131,10,5.53,2024-11-10
STU0131,11,3.48,2024-11-17
STU0131,12,4.39,2024-11-24
STU0131,13,,2024-12-01
STU0131,14,,2024-12-08
STU0131,15,5.87,2024-12-15
STU0131,16,4.78,2024-12-22
STU0132,1,7.76,2024-09-08
STU0132,2,7.42,2024-09-15
STU0132,3,7.1,2024-09-22
STU0132,4,6.65,2024-09-29
STU0132,5,6.38,2024-10-06
STU0132,6,7.25,2024-10-13
STU0132,7,,2024-10-20
STU0132,8,7.45,2024-10-27
STU0132,9,7.6,2024-11-03
STU0132,10,7.82,2024-11-10
STU0132,11,7.19,2024-11-17
STU0132,12,6.96,2024-11-24
STU0132,13,7.02,2024-12-01
STU0132,14,6.45,2024-12-08
STU0132,15,8.54,2024-12-15
STU0132,16,7.75,2024-12-22
STU0133,1,7.67,2024-09-08
STU0133,2,6.69,2024-09-15
STU0133,3,9.46,2024-09-22
STU0133,4,8.18,2024-09-29
STU0133,5,8.7,2024-10-06
STU0133,6,,2024-10-13
STU0133,7,,2024-10-20
STU0133,8,,2024-10-27
STU0133,9,8.49,2024-11-03
STU0133,10,7.66,2024-11-10
STU0133,11,8.44,2024-11-17
STU0133,12,7.45,2024-11-24
STU0133,13,7.86,2024-12-01
STU0133,14,,2024-12-08
STU0133,15,8.49,2024-12-15
STU0133,16,8.3,2024-12-22
STU0134,1,7.08,2024-09-08
STU0134,2,6.09,2024-09-15
STU0134,3,5.03,2024-09-22
STU0134,4,5.78,2024-09-29
STU0134,5,,2024-10-06
STU0134,6,,2024-10-13
STU0134,7,5.24,2024-10-20
STU0134,8,4.0,2024-10-27
STU0134,9,,2024-11-03
STU0134,10,1.0,2024-11-10
STU0134,11,,2024-11-17
STU0134,12,1.26,2024-11-24
STU0134,13,1.0,2024-12-01
STU0134,14,1.0,2024-12-08
STU0134,15,1.0,2024-12-15
STU0134,16,1.0,2024-12-22
STU0135,1,7.15,2024-09-08
STU0135,2,6.05,2024-09-15
STU0135,3,,2024-09-22
STU0135,4,5.68,2024-09-29
STU0135,5,4.99,2024-10-06
STU0135,6,4.72,2024-10-13
STU0135,7,6.47,2024-10-20
STU0135,8,3.67,2024-10-27
STU0135,9,,2024-11-03
STU0135,10,3.48,2024-11-10
STU0135,11,,2024-11-17
STU0135,12,3.26,2024-11-24
STU0135,13,3.23,2024-12-01
STU0135,14,2.95,2024-12-08
STU0135,15,2.51,2024-12-15
STU0135,16,2.79,2024-12-22
STU0136,1,8.18,2024-09-08
STU0136,2,8.49,2024-09-15
STU0136,3,8.56,2024-09-22
STU0136,4,7.76,2024-09-29
STU0136,5,8.34,2024-10-06
STU0136,6,,2024-10-13
STU0136,7,8.78,2024-10-20
STU0136,8,9.31,2024-10-27
STU0136,9,,2024-11-03
STU0136,10,7.63,2024-11-10
STU0136,11,9.06,2024-11-17
STU0136,12,7.82,2024-11-24
STU0136,13,7.31,2024-12-01
STU0136,14,8.36,2024-12-08
STU0136,15,9.8,2024-12-15
STU0136,16,8.75,2024-12-22
STU0137,1,6.46,2024-09-08
STU0137,2,6.18,2024-09-15
STU0137,3,6.86,2024-09-22
STU0137,4,5.23,2024-09-29
STU0137,5,4.51,2024-10-06
STU0137,6,5.18,2024-10-13
STU0137,7,4.91,2024-10-20
STU0137,8,4.6,2024-10-27
STU0137,9,4.78,2024-11-03
STU0137,10,4.93,2024-11-10
STU0137,11,4.62,2024-11-17
STU0137,12,,2024-11-24
STU0137,13,3.23,2024-12-01
STU0137,14,3.64,2024-12-08
STU0137,15,4.02,2024-12-15
STU0137,16,2.63,2024-12-22
STU0138,1,6.45,2024-09-08
STU0138,2,5.02,2024-09-15
STU0138,3,4.45,2024-09-22
STU0138,4,6.4,2024-09-29
STU0138,5,5.54,2024-10-06
STU0138,6,4.57,2024-10-13
STU0138,7,,2024-10-20
STU0138,8,3.67,2024-10-27
STU0138,9,2.36,2024-11-03
STU0138,10,2.17,2024-11-10
STU0138,11,3.52,2024-11-17
STU0138,12,3.05,2024-11-24
STU0138,13,3.62,2024-12-01
STU0138,14,3.69,2024-12-08
STU0138,15,,2024-12-15
STU0138,16,2.64,2024-12-22
STU0139,1,,2024-09-08
STU0139,2,6.96,2024-09-15
STU0139,3,6.23,2024-09-22
STU0139,4,5.7,2024-09-29
STU0139,5,4.84,2024-10-06
STU0139,6,6.01,2024-10-13
STU0139,7,6.03,2024-10-20
STU0139,8,5.68,2024-10-27
STU0139,9,,2024-11-03
STU0139,10,5.39,2024-11-10
STU0139,11,5.07,2024-11-17
STU0139,12,3.97,2024-11-24
STU0139,13,4.43,2024-12-01
STU0139,14,4.08,2024-12-08
STU0139,15,3.54,2024-12-15
STU0139,16,6.82,2024-12-22
STU0140,1,,2024-09-08
STU0140,2,7.61,2024-09-15
STU0140,3,6.42,2024-09-22
STU0140,4,7.12,2024-09-29
STU0140,5,7.02,2024-10-06
STU0140,6,6.47,2024-10-13
STU0140,7,,2024-10-20
STU0140,8,7.2,2024-10-27
STU0140,9,6.13,2024-11-03
STU0140,10,5.48,2024-11-10
STU0140,11,6.26,2024-11-17
STU0140,12,4.65,2024-11-24
STU0140,13,6.27,2024-12-01
STU0140,14,2.7,2024-12-08
STU0140,15,2.78,2024-12-15
STU0140,16,1.77,2024-12-22
STU0141,1,9.31,2024-09-08
STU0141,2,9.04,2024-09-15
STU0141,3,7.37,2024-09-22
STU0141,4,7.44,2024-09-29
STU0141,5,6.69,2024-10-06
STU0141,6,8.64,2024-10-13
STU0141,7,7.39,2024-10-20
STU0141,8,6.72,2024-10-27
STU0141,9,,2024-11-03
STU0141,10,7.43,2024-11-10
STU0141,11,7.73,2024-11-17
STU0141,12,,2024-11-24
STU0141,13,9.25,2024-12-01
STU0141,14,7.43,2024-12-08
STU0141,15,8.67,2024-12-15
STU0141,16,8.64,2024-12-22
STU0142,1,3.87,2024-09-08
STU0142,2,,2024-09-15
STU0142,3,3.6,2024-09-22
STU0142,4,3.5,2024-09-29
STU0142,5,4.31,2024-10-06
STU0142,6,4.19,2024-10-13
STU0142,7,5.49,2024-10-20
STU0142,8,3.62,2024-10-27
STU0142,9,4.47,2024-11-03
STU0142,10,3.22,2024-11-10
STU0142,11,3.88,2024-11-17
STU0142,12,3.17,2024-11-24
STU0142,13,1.81,2024-12-01
STU0142,14,1.0,2024-12-08
STU0142,15,1.0,2024-12-15
STU0142,16,,2024-12-22
STU0143,1,6.17,2024-09-08
STU0143,2,6.53,2024-09-15
STU0143,3,5.88,2024-09-22
STU0143,4,5.44,2024-09-29
STU0143,5,7.23,2024-10-06
STU0143,6,5.0,2024-10-13
STU0143,7,7.53,2024-10-20
STU0143,8,5.26,2024-10-27
STU0143,9,7.21,2024-11-03
STU0143,10,6.98,2024-11-10
STU0143,11,5.33,2024-11-17
STU0143,12,5.06,2024-11-24
STU0143,13,6.29,2024-12-01
STU0143,14,7.04,2024-12-08
STU0143,15,5.0,2024-12-15
STU0143,16,6.99,2024-12-22
STU0144,1,,2024-09-08
STU0144,2,6.87,2024-09-15
STU0144,3,7.62,2024-09-22
STU0144,4,6.93,2024-09-29
STU0144,5,,2024-10-06
STU0144,6,7.99,2024-10-13
STU0144,7,,2024-10-20
STU0144,8,,2024-10-27
STU0144,9,8.43,2024-11-03
STU0144,10,6.17,2024-11-10
STU0144,11,8.11,2024-11-17
STU0144,12,,2024-11-24
STU0144,13,8.78,2024-12-01
STU0144,14,7.83,2024-12-08
STU0144,15,8.66,2024-12-15
STU0144,16,6.75,2024-12-22
STU0145,1,8.83,2024-09-08
STU0145,2,7.81,2024-09-15
STU0145,3,,2024-09-22
STU0145,4,9.85,2024-09-29
STU0145,5,,2024-10-06
STU0145,6,8.29,2024-10-13
STU0145,7,8.36,2024-10-20
STU0145,8,8.49,2024-10-27
STU0145,9,8.13,2024-11-03
STU0145,10,8.84,2024-11-10
STU0145,11,8.96,2024-11-17
STU0145,12,9.33,2024-11-24
STU0145,13,8.62,2024-12-01
STU0145,14,7.58,2024-12-08
STU0145,15,8.32,2024-12-15
STU0145,16,7.8,2024-12-22
STU0146,1,6.62,2024-09-08
STU0146,2,8.26,2024-09-15
STU0146,3,7.02,2024-09-22
STU0146,4,7.45,2024-09-29
STU0146,5,8.21,2024-10-06
STU0146,6,9.19,2024-10-13
STU0146,7,7.32,2024-10-20
STU0146,8,8.74,2024-10-27
STU0146,9,8.03,2024-11-03
STU0146,10,,2024-11-10
STU0146,11,7.49,2024-11-17
STU0146,12,7.26,2024-11-24
STU0146,13,6.94,2024-12-01
STU0146,14,8.19,2024-12-08
STU0146,15,7.11,2024-12-15
STU0146,16,8.17,2024-12-22
STU0147,1,5.46,2024-09-08
STU0147,2,6.28,2024-09-15
STU0147,3,5.34,2024-09-22
STU0147,4,7.16,2024-09-29
STU0147,5,5.43,2024-10-06
STU0147,6,,2024-10-13
STU0147,7,4.74,2024-10-20
STU0147,8,5.33,2024-10-27
STU0147,9,5.59,2024-11-03
STU0147,10,5.55,2024-11-10
STU0147,11,3.78,2024-11-17
STU0147,12,1.99,2024-11-24
STU0147,13,1.0,2024-12-01
STU0147,14,1.0,2024-12-08
STU0147,15,,2024-12-15
STU0147,16,1.1,2024-12-22
STU0148,1,6.2,2024-09-08
STU0148,2,5.73,2024-09-15
STU0148,3,,2024-09-22
STU0148,4,,2024-09-29
STU0148,5,4.87,2024-10-06
STU0148,6,4.55,2024-10-13
STU0148,7,4.29,2024-10-20
STU0148,8,2.89,2024-10-27
STU0148,9,5.11,2024-11-03
STU0148,10,4.5,2024-11-10
STU0148,11,4.46,2024-11-17
STU0148,12,3.37,2024-11-24
STU0148,13,3.56,2024-12-01
STU0148,14,3.78,2024-12-08
STU0148,15,3.13,2024-12-15
STU0148,16,4.67,2024-12-22
STU0149,1,7.79,2024-09-08
STU0149,2,8.5,2024-09-15
STU0149,3,5.53,2024-09-22
STU0149,4,7.66,2024-09-29
STU0149,5,6.47,2024-10-06
STU0149,6,8.52,2024-10-13
STU0149,7,4.81,2024-10-20
STU0149,8,,2024-10-27
STU0149,9,5.62,2024-11-03
STU0149,10,,2024-11-10
STU0149,11,5.56,2024-11-17
STU0149,12,,2024-11-24
STU0149,13,,2024-12-01
STU0149,14,4.94,2024-12-08
STU0149,15,5.4,2024-12-15
STU0149,16,3.45,2024-12-22
STU0150,1,5.81,2024-09-08
STU0150,2,6.59,2024-09-15
STU0150,3,4.7,2024-09-22
STU0150,4,6.45,2024-09-29
STU0150,5,6.07,2024-10-06
STU0150,6,5.84,2024-10-13
STU0150,7,6.93,2024-10-20
STU0150,8,,2024-10-27
STU0150,9,6.07,2024-11-03
STU0150,10,5.5,2024-11-10
STU0150,11,5.66,2024-11-17
STU0150,12,4.75,2024-11-24
STU0150,13,5.6,2024-12-01
STU0150,14,3.62,2024-12-08
STU0150,15,3.45,2024-12-15
STU0150,16,1.38,2024-12-22
STU0151,1,,2024-09-08
STU0151,2,10.0,2024-09-15
STU0151,3,7.38,2024-09-22
STU0151,4,8.31,2024-09-29
STU0151,5,9.22,2024-10-06
STU0151,6,8.44,2024-10-13
STU0151,7,,2024-10-20
STU0151,8,6.29,2024-10-27
STU0151,9,8.27,2024-11-03
STU0151,10,7.7,2024-11-10
STU0151,11,7.24,2024-11-17
STU0151,12,7.84,2024-11-24
STU0151,13,9.19,2024-12-01
STU0151,14,7.28,2024-12-08
STU0151,15,8.13,2024-12-15
STU0151,16,8.47,2024-12-22
STU0152,1,7.87,2024-09-08
STU0152,2,8.85,2024-09-15
STU0152,3,8.72,2024-09-22
STU0152,4,7.54,2024-09-29
STU0152,5,9.42,2024-10-06
STU0152,6,7.86,2024-10-13
STU0152,7,7.63,2024-10-20
STU0152,8,,2024-10-27
STU0152,9,7.19,2024-11-03
STU0152,10,7.5,2024-11-10
STU0152,11,7.17,2024-11-17
STU0152,12,8.92,2024-11-24
STU0152,13,7.99,2024-12-01
STU0152,14,7.4,2024-12-08
STU0152,15,6.67,2024-12-15
STU0152,16,,2024-12-22
STU0153,1,7.59,2024-09-08
STU0153,2,6.67,2024-09-15
STU0153,3,8.06,2024-09-22
STU0153,4,7.43,2024-09-29
STU0153,5,7.95,2024-10-06
STU0153,6,7.49,2024-10-13
STU0153,7,6.79,2024-10-20
STU0153,8,5.93,2024-10-27
STU0153,9,6.99,2024-11-03
STU0153,10,4.74,2024-11-10
STU0153,11,2.69,2024-11-17
STU0153,12,2.56,2024-11-24
STU0153,13,1.0,2024-12-01
STU0153,14,2.04,2024-12-08
STU0153,15,2.35,2024-12-15
STU0153,16,1.0,2024-12-22
STU0154,1,5.85,2024-09-08
STU0154,2,5.66,2024-09-15
STU0154,3,6.75,2024-09-22
STU0154,4,5.22,2024-09-29
STU0154,5,5.93,2024-10-06
STU0154,6,,2024-10-13
STU0154,7,2.82,2024-10-20
STU0154,8,4.17,2024-10-27
STU0154,9,3.12,2024-11-03
STU0154,10,2.61,2024-11-10
STU0154,11,3.58,2024-11-17
STU0154,12,,2024-11-24
STU0154,13,3.25,2024-12-01
STU0154,14,3.38,2024-12-08
STU0154,15,3.05,2024-12-15
STU0154,16,3.61,2024-12-22
STU0155,1,7.73,2024-09-08
STU0155,2,7.88,2024-09-15
STU0155,3,7.27,2024-09-22
STU0155,4,6.81,2024-09-29
STU0155,5,8.4,2024-10-06
STU0155,6,6.38,2024-10-13
STU0155,7,6.57,2024-10-20
STU0155,8,7.79,2024-10-27
STU0155,9,6.76,2024-11-03
STU0155,10,,2024-11-10
STU0155,11,5.38,2024-11-17
STU0155,12,5.93,2024-11-24
STU0155,13,,2024-12-01
STU0155,14,4.02,2024-12-08
STU0155,15,4.84,2024-12-15
STU0155,16,6.14,2024-12-22
STU0156,1,,2024-09-08
STU0156,2,8.67,2024-09-15
STU0156,3,7.58,2024-09-22
STU0156,4,7.01,2024-09-29
STU0156,5,,2024-10-06
STU0156,6,9.61,2024-10-13
STU0156,7,7.83,2024-10-20
STU0156,8,,2024-10-27
STU0156,9,7.79,2024-11-03
STU0156,10,6.23,2024-11-10
STU0156,11,4.77,2024-11-17
STU0156,12,2.89,2024-11-24
STU0156,13,3.18,2024-12-01
STU0156,14,2.0,2024-12-08
STU0156,15,2.71,2024-12-15
STU0156,16,2.12,2024-12-22
STU0157,1,6.88,2024-09-08
STU0157,2,7.13,2024-09-15
STU0157,3,5.21,2024-09-22
STU0157,4,5.1,2024-09-29
STU0157,5,6.99,2024-10-06
STU0157,6,5.82,2024-10-13
STU0157,7,,2024-10-20
STU0157,8,,2024-10-27
STU0157,9,5.5,2024-11-03
STU0157,10,5.57,2024-11-10
STU0157,11,3.78,2024-11-17
STU0157,12,3.17,2024-11-24
STU0157,13,3.8,2024-12-01
STU0157,14,3.36,2024-12-08
STU0157,15,3.96,2024-12-15
STU0157,16,1.76,2024-12-22
STU0158,1,7.28,2024-09-08
STU0158,2,8.21,2024-09-15
STU0158,3,8.56,2024-09-22
STU0158,4,8.46,2024-09-29
STU0158,5,6.65,2024-10-06
STU0158,6,7.14,2024-10-13
STU0158,7,8.52,2024-10-20
STU0158,8,9.15,2024-10-27
STU0158,9,6.98,2024-11-03
STU0158,10,7.82,2024-11-10
STU0158,11,,2024-11-17
STU0158,12,,2024-11-24
STU0158,13,,2024-12-01
STU0158,14,9.36,2024-12-08
STU0158,15,8.21,2024-12-15
STU0158,16,,2024-12-22
STU0159,1,5.8,2024-09-08
STU0159,2,6.33,2024-09-15
STU0159,3,5.75,2024-09-22
STU0159,4,7.1,2024-09-29
STU0159,5,4.94,2024-10-06
STU0159,6,5.64,2024-10-13
STU0159,7,5.87,2024-10-20
STU0159,8,,2024-10-27
STU0159,9,,2024-11-03
STU0159,10,5.7,2024-11-10
STU0159,11,4.5,2024-11-17
STU0159,12,3.8,2024-11-24
STU0159,13,3.17,2024-12-01
STU0159,14,1.53,2024-12-08
STU0159,15,1.0,2024-12-15
STU0159,16,1.0,2024-12-22
STU0160,1,,2024-09-08
STU0160,2,,2024-09-15
STU0160,3,9.5,2024-09-22
STU0160,4,8.54,2024-09-29
STU0160,5,8.13,2024-10-06
STU0160,6,,2024-10-13
STU0160,7,8.71,2024-10-20
STU0160,8,8.94,2024-10-27
STU0160,9,9.65,2024-11-03
STU0160,10,8.77,2024-11-10
STU0160,11,,2024-11-17
STU0160,12,9.18,2024-11-24
STU0160,13,,2024-12-01
STU0160,14,,2024-12-08
STU0160,15,,2024-12-15
STU0160,16,9.27,2024-12-22
STU0161,1,8.08,2024-09-08
STU0161,2,7.32,2024-09-15
STU0161,3,7.54,2024-09-22
STU0161,4,,2024-09-29
STU0161,5,,2024-10-06
STU0161,6,7.63,2024-10-13
STU0161,7,6.88,2024-10-20
STU0161,8,6.21,2024-10-27
STU0161,9,7.17,2024-11-03
STU0161,10,6.76,2024-11-10
STU0161,11,7.76,2024-11-17
STU0161,12,8.77,2024-11-24
STU0161,13,9.46,2024-12-01
STU0161,14,,2024-12-08
STU0161,15,7.6,2024-12-15
STU0161,16,7.88,2024-12-22
STU0162,1,8.08,2024-09-08
STU0162,2,7.73,2024-09-15
STU0162,3,7.89,2024-09-22
STU0162,4,7.64,2024-09-29
STU0162,5,7.83,2024-10-06
STU0162,6,,2024-10-13
STU0162,7,7.79,2024-10-20
STU0162,8,7.05,2024-10-27
STU0162,9,6.98,2024-11-03
STU0162,10,6.88,2024-11-10
STU0162,11,7.88,2024-11-17
STU0162,12,8.33,2024-11-24
STU0162,13,7.69,2024-12-01
STU0162,14,7.25,2024-12-08
STU0162,15,,2024-12-15
STU0162,16,7.24,2024-12-22
STU0163,1,7.72,2024-09-08
STU0163,2,7.61,2024-09-15
STU0163,3,6.96,2024-09-22
STU0163,4,8.56,2024-09-29
STU0163,5,7.33,2024-10-06
STU0163,6,7.42,2024-10-13
STU0163,7,6.82,2024-10-20
STU0163,8,6.95,2024-10-27
STU0163,9,5.05,2024-11-03
STU0163,10,5.19,2024-11-10
STU0163,11,5.64,2024-11-17
STU0163,12,5.22,2024-11-24
STU0163,13,,2024-12-01
STU0163,14,6.0,2024-12-08
STU0163,15,4.07,2024-12-15
STU0163,16,5.69,2024-12-22
STU0164,1,6.44,2024-09-08
STU0164,2,6.73,2024-09-15
STU0164,3,4.99,2024-09-22
STU0164,4,3.57,2024-09-29
STU0164,5,5.45,2024-10-06
STU0164,6,5.33,2024-10-13
STU0164,7,5.1,2024-10-20
STU0164,8,4.24,2024-10-27
STU0164,9,4.91,2024-11-03
STU0164,10,4.55,2024-11-10
STU0164,11,3.75,2024-11-17
STU0164,12,5.2,2024-11-24
STU0164,13,,2024-12-01
STU0164,14,3.83,2024-12-08
STU0164,15,3.61,2024-12-15
STU0164,16,3.75,2024-12-22
STU0165,1,8.38,2024-09-08
STU0165,2,6.81,2024-09-15
STU0165,3,,2024-09-22
STU0165,4,7.53,2024-09-29
STU0165,5,6.88,2024-10-06
STU0165,6,5.13,2024-10-13
STU0165,7,7.04,2024-10-20
STU0165,8,7.12,2024-10-27
STU0165,9,6.22,2024-11-03
STU0165,10,4.61,2024-11-10
STU0165,11,6.31,2024-11-17
STU0165,12,5.04,2024-11-24
STU0165,13,4.8,2024-12-01
STU0165,14,4.75,2024-12-08
STU0165,15,4.43,2024-12-15
STU0165,16,3.35,2024-12-22
STU0166,1,5.57,2024-09-08
STU0166,2,6.94,2024-09-15
STU0166,3,6.19,2024-09-22
STU0166,4,5.92,2024-09-29
STU0166,5,6.12,2024-10-06
STU0166,6,5.16,2024-10-13
STU0166,7,5.06,2024-10-20
STU0166,8,5.34,2024-10-27
STU0166,9,3.64,2024-11-03
STU0166,10,6.34,2024-11-10
STU0166,11,3.94,2024-11-17
STU0166,12,4.71,2024-11-24
STU0166,13,,2024-12-01
STU0166,14,4.55,2024-12-08
STU0166,15,,2024-12-15
STU0166,16,3.59,2024-12-22
STU0167,1,8.01,2024-09-08
STU0167,2,6.86,2024-09-15
STU0167,3,,2024-09-22
STU0167,4,5.55,2024-09-29
STU0167,5,7.76,2024-10-06
STU0167,6,7.38,2024-10-13
STU0167,7,,2024-10-20
STU0167,8,7.11,2024-10-27
STU0167,9,9.5,2024-11-03
STU0167,10,6.96,2024-11-10
STU0167,11,6.34,2024-11-17
STU0167,12,8.52,2024-11-24
STU0167,13,7.18,2024-12-01
STU0167,14,5.53,2024-12-08
STU0167,15,6.43,2024-12-15
STU0167,16,7.35,2024-12-22
STU0168,1,5.17,2024-09-08
STU0168,2,6.25,2024-09-15
STU0168,3,5.0,2024-09-22
STU0168,4,6.16,2024-09-29
STU0168,5,5.62,2024-10-06
STU0168,6,5.39,2024-10-13
STU0168,7,6.45,2024-10-20
STU0168,8,,2024-10-27
STU0168,9,6.39,2024-11-03
STU0168,10,5.0,2024-11-10
STU0168,11,5.77,2024-11-17
STU0168,12,,2024-11-24
STU0168,13,7.15,2024-12-01
STU0168,14,5.0,2024-12-08
STU0168,15,5.0,2024-12-15
STU0168,16,,2024-12-22
STU0169,1,7.42,2024-09-08
STU0169,2,7.65,2024-09-15
STU0169,3,7.32,2024-09-22
STU0169,4,6.78,2024-09-29
STU0169,5,6.79,2024-10-06
STU0169,6,6.32,2024-10-13
STU0169,7,5.49,2024-10-20
STU0169,8,6.03,2024-10-27
STU0169,9,5.56,2024-11-03
STU0169,10,4.62,2024-11-10
STU0169,11,4.42,2024-11-17
STU0169,12,3.22,2024-11-24
STU0169,13,3.86,2024-12-01
STU0169,14,2.61,2024-12-08
STU0169,15,4.53,2024-12-15
STU0169,16,3.22,2024-12-22
STU0170,1,,2024-09-08
STU0170,2,8.47,2024-09-15
STU0170,3,8.04,2024-09-22
STU0170,4,7.88,2024-09-29
STU0170,5,8.47,2024-10-06
STU0170,6,6.41,2024-10-13
STU0170,7,7.04,2024-10-20
STU0170,8,,2024-10-27
STU0170,9,5.58,2024-11-03
STU0170,10,,2024-11-10
STU0170,11,7.46,2024-11-17
STU0170,12,6.16,2024-11-24
STU0170,13,4.35,2024-12-01
STU0170,14,5.22,2024-12-08
STU0170,15,6.29,2024-12-15
STU0170,16,5.76,2024-12-22
STU0171,1,7.88,2024-09-08
STU0171,2,8.79,2024-09-15
STU0171,3,8.94,2024-09-22
STU0171,4,,2024-09-29
STU0171,5,8.52,2024-10-06
STU0171,6,8.85,2024-10-13
STU0171,7,8.88,2024-10-20
STU0171,8,,2024-10-27
STU0171,9,8.92,2024-11-03
STU0171,10,8.08,2024-11-10
STU0171,11,,2024-11-17
STU0171,12,8.08,2024-11-24
STU0171,13,7.98,2024-12-01
STU0171,14,,2024-12-08
STU0171,15,7.66,2024-12-15
STU0171,16,8.34,2024-12-22
STU0172,1,6.9,2024-09-08
STU0172,2,6.73,2024-09-15
STU0172,3,,2024-09-22
STU0172,4,6.87,2024-09-29
STU0172,5,,2024-10-06
STU0172,6,6.48,2024-10-13
STU0172,7,6.86,2024-10-20
STU0172,8,6.86,2024-10-27
STU0172,9,,2024-11-03
STU0172,10,6.63,2024-11-10
STU0172,11,6.24,2024-11-17
STU0172,12,7.03,2024-11-24
STU0172,13,7.17,2024-12-01
